CD_MUN,NM_MUN,CD_RGI,NM_RGI,CD_RGINT,NM_RGINT,CD_UF,NM_UF,SIGLA_UF,CD_REGIA,NM_REGIA,SIGLA_RG,CD_CONCU,NM_CONCU,AREA_KM2,N_LINHAS,Voltagem
4300570,Alto Feliz,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,78.17,4,230
4300570,Alto Feliz,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,78.17,4,525
4314068,Passa Sete,430042,Sobradinho,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,304.299,3,230
4314076,Passo do Sobrado,430040,Santa Cruz do Sul,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,265.133,4,230
4300554,Alto Alegre,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,115.335,1,230
4309050,Glorinha,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,323.955,6,230
4309050,Glorinha,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,323.955,6,525
4310553,Itacurubi,430014,Santiago,4303,Santa Maria,43,Rio Grande do Sul,RS,4,Sul,S,,,1120.249,2,230
4318408,São Jerônimo,430006,Charqueadas - Triunfo - São Jerônimo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,935.596,2,525
4321006,Tapera,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,179.935,2,230
4301800,Barracão,430033,Lagoa Vermelha,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,515.469,2,525
4311809,Marau,430030,Marau,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,649.77,3,230
4311809,Marau,430030,Marau,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,649.77,3,525
4322350,União da Serra,430038,Nova Prata - Guaporé,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,131.154,1,525
4322327,Turuçu,430009,Pelotas,4302,Pelotas,43,Rio Grande do Sul,RS,4,Sul,S,,,253.635,4,230
4322327,Turuçu,430009,Pelotas,4302,Pelotas,43,Rio Grande do Sul,RS,4,Sul,S,,,253.635,4,525
4303608,Cambará do Sul,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,1181.811,1,230
4318440,São Jorge,430038,Nova Prata - Guaporé,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,125.731,1,525
4317509,Santo Ângelo,430020,Santo Ângelo,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,678.502,12,230
4317509,Santo Ângelo,430020,Santo Ângelo,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,678.502,12,525
4304903,Casca,430030,Marau,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,272.041,6,230
4304903,Casca,430030,Marau,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,272.041,6,525
4314902,Porto Alegre,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,495.977,19,230
4319752,São Vendelino,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,31.899,1,525
4318481,São José do Hortêncio,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,63.709,2,230
4318499,São José do Inhacorá,430023,Três de Maio,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,77.732,1,230
4320651,Silveira Martins,430011,Santa Maria,4303,Santa Maria,43,Rio Grande do Sul,RS,4,Sul,S,,,119.285,1,230
4303673,Campestre da Serra,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,538.487,1,525
4304952,Caseiros,430033,Lagoa Vermelha,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,235.649,1,230
4313656,Palmares do Sul,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,949.201,1,230
4306429,Dois Irmãos das Missões,430034,Palmeira das Missões,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,226.072,2,230
4306429,Dois Irmãos das Missões,430034,Palmeira das Missões,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,226.072,2,525
4317103,Sant'Ana do Livramento,430016,Santana do Livramento,4304,Uruguaiana,43,Rio Grande do Sul,RS,4,Sul,S,4317103.0,Internacional de Sant´Ana do Livramento/Brasil - Rivera/Uruguai,6946.407,9,230
4306403,Dois Irmãos,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,67.509,4,230
4306403,Dois Irmãos,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,67.509,4,525
4320677,Sinimbu,430040,Santa Cruz do Sul,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,509.778,1,230
4309506,Guarani das Missões,430020,Santo Ângelo,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,289.516,2,525
4308201,Flores da Cunha,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,276.241,5,230
4308201,Flores da Cunha,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,276.241,5,525
4302352,Bom Princípio,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,90.02299999999998,1,525
4312351,Montauri,430038,Nova Prata - Guaporé,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,82.23,1,525
4308250,Floriano Peixoto,430026,Erechim,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,168.521,1,525
4306452,Dois Lajeados,430038,Nova Prata - Guaporé,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,133.535,1,525
4300604,Alvorada,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,71.702,8,230
4310603,Itaqui,430017,São Borja,4304,Uruguaiana,43,Rio Grande do Sul,RS,4,Sul,S,,,3405.999,8,230
4321956,Trindade do Sul,430035,Nonoai,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,268.417,1,525
4312385,Monte Belo do Sul,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,4302105.0,Bento Gonçalves/RS,69.726,1,525
4305405,Chiapetta,430018,Ijuí,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,397.179,2,525
4314134,Paulo Bento,430026,Erechim,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,149.669,1,525
4304101,Campos Borges,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,226.202,1,230
4314100,Passo Fundo,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,4314100.0,Passo Fundo,784.4059999999998,6,230
4314100,Passo Fundo,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,4314100.0,Passo Fundo,784.4059999999998,6,525
4305454,Cidreira,430003,Tramandaí - Osório,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,243.419,1,230
4323754,Vitória das Missões,430020,Santo Ângelo,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,258.454,3,230
4314175,Pedras Altas,430010,Bagé,4302,Pelotas,43,Rio Grande do Sul,RS,4,Sul,S,,,1373.985,1,230
4305447,Chuvisca,430005,Camaquã,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,220.471,1,525
4300638,Amaral Ferrador,430005,Camaquã,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,506.109,3,230
4300638,Amaral Ferrador,430005,Camaquã,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,506.109,3,525
4314159,Paverama,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,171.863,1,525
4301909,Barra do Ribeiro,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,729.316,2,230
4323770,Westfália,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,66.875,1,525
4315404,Redentora,430021,Três Passos,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,303.705,1,230
4316758,Santa Clara do Sul,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,4311403.0,Lajeado/RS,86.491,1,230
4322400,Uruguaiana,430015,Uruguaiana,4304,Uruguaiana,43,Rio Grande do Sul,RS,4,Sul,S,4322400.0,Internacional de Uruguaiana/Brasil,5702.098,6,132
4322400,Uruguaiana,430015,Uruguaiana,4304,Uruguaiana,43,Rio Grande do Sul,RS,4,Sul,S,4322400.0,Internacional de Uruguaiana/Brasil,5702.098,6,230
4316733,Santa Cecília do Sul,430032,Tapejara - Sananduva,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,200.056,2,230
4316733,Santa Cecília do Sul,430032,Tapejara - Sananduva,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,200.056,2,525
4319802,São Vicente do Sul,430011,Santa Maria,4303,Santa Maria,43,Rio Grande do Sul,RS,4,Sul,S,,,1174.225,2,230
4311981,Mariana Pimentel,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,338.45,8,230
4311981,Mariana Pimentel,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,338.45,8,525
4313706,Palmeira das Missões,430034,Palmeira das Missões,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,1421.101,2,525
4307807,Estrela,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,4311403.0,Lajeado/RS,185.032,2,230
4317202,Santa Rosa,430019,Santa Rosa,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,489.38,3,230
4306502,Dom Feliciano,430005,Camaquã,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,1355.195,2,525
4307831,Eugênio de Castro,430020,Santo Ângelo,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,417.821,1,230
4301107,Arroio dos Ratos,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,425.791,2,525
4307815,Estrela Velha,430042,Sobradinho,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,281.613,6,230
4306551,Dom Pedro de Alcântara,430008,Torres,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,78.21599999999998,1,230
4302402,Bom Retiro do Sul,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,4311403.0,Lajeado/RS,102.54,1,230
4312401,Montenegro,430007,Montenegro,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,425.023,11,230
4312401,Montenegro,430007,Montenegro,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,425.023,11,525
4305504,Ciríaco,430030,Marau,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,274.35,2,525
4314209,Pedro Osório,430009,Pelotas,4302,Pelotas,43,Rio Grande do Sul,RS,4,Sul,S,,,603.757,1,230
4304200,Candelária,430040,Santa Cruz do Sul,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,944.735,4,230
4317251,Santa Tereza,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,73.66899999999998,1,525
4309654,Hulha Negra,430010,Bagé,4302,Pelotas,43,Rio Grande do Sul,RS,4,Sul,S,4301602.0,Bagé/RS,822.6079999999998,3,230
4309654,Hulha Negra,430010,Bagé,4302,Pelotas,43,Rio Grande do Sul,RS,4,Sul,S,4301602.0,Bagé/RS,822.6079999999998,3,525
4311122,Jaquirana,430039,Vacaria,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,908.879,1,230
4312476,Morro Reuter,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,87.037,2,230
4312476,Morro Reuter,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,87.037,2,525
4307864,Fagundes Varela,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,134.295,5,230
4307864,Fagundes Varela,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,134.295,5,525
4320354,Sentinela do Sul,430005,Camaquã,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,282.13,2,230
4302451,Boqueirão do Leão,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,257.789,2,230
4311155,Jóia,430018,Ijuí,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,1238.709,1,230
4323408,Vila Maria,430030,Marau,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,181.061,3,230
4323408,Vila Maria,430030,Marau,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,181.061,3,525
4321667,Três Cachoeiras,430008,Torres,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,251.483,1,230
4307005,Erechim,430026,Erechim,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,429.164,2,525
4305108,Caxias do Sul,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,4305108.0,Caxias do Sul/RS,1652.32,20,230
4305108,Caxias do Sul,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,4305108.0,Caxias do Sul/RS,1652.32,20,525
4316808,Santa Cruz do Sul,430040,Santa Cruz do Sul,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,4316808.0,Santa Cruz do Sul/RS,734.5159999999998,6,230
4319901,Sapiranga,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,137.759,2,230
4319901,Sapiranga,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,137.759,2,525
4318614,São José do Sul,430007,Montenegro,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,54.764,1,525
4305124,Cerrito,430009,Pelotas,4302,Pelotas,43,Rio Grande do Sul,RS,4,Sul,S,,,451.699,1,230
4305173,Cerro Grande do Sul,430005,Camaquã,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,324.908,4,230
4305173,Cerro Grande do Sul,430005,Camaquã,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,324.908,4,525
4307054,Ernestina,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,238.558,1,230
4310363,Imigrante,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,71.718,2,230
4310363,Imigrante,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,71.718,2,525
4305157,Cerro Grande,430034,Palmeira das Missões,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,73.438,1,525
4312906,Nova Bassano,430038,Nova Prata - Guaporé,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,211.611,3,230
4312906,Nova Bassano,430038,Nova Prata - Guaporé,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,211.611,3,525
4302907,Cacequi,430011,Santa Maria,4303,Santa Maria,43,Rio Grande do Sul,RS,4,Sul,S,,,2373.507,2,230
4319505,São Sebastião do Caí,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,113.097,1,525
4315149,Presidente Lucena,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,49.628,3,230
4318200,São Francisco de Paula,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,3317.794,2,230
4322152,Tunas,430042,Sobradinho,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,217.302,2,230
4311601,Liberato Salzano,430029,Frederico Westphalen,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,245.627,3,230
4311601,Liberato Salzano,430029,Frederico Westphalen,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,245.627,3,525
4301602,Bagé,430010,Bagé,4302,Pelotas,43,Rio Grande do Sul,RS,4,Sul,S,4301602.0,Bagé/RS,4090.36,3,230
4313409,Novo Hamburgo,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,222.548,7,230
4313409,Novo Hamburgo,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,222.548,7,525
4320404,Serafina Corrêa,430038,Nova Prata - Guaporé,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,163.31,3,230
4320404,Serafina Corrêa,430038,Nova Prata - Guaporé,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,163.31,3,525
4316451,Salto do Jacuí,430027,Cruz Alta,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,507.698,5,230
4301651,Barão,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,122.567,1,525
4301636,Balneário Pinhal,430003,Tramandaí - Osório,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,102.387,1,230
4307906,Farroupilha,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,4305108.0,Caxias do Sul/RS,361.341,15,230
4307906,Farroupilha,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,4305108.0,Caxias do Sul/RS,361.341,15,525
4308854,Gentil,430030,Marau,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,184.715,1,525
4311643,Linha Nova,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,63.502,3,230
4306601,Dom Pedrito,430010,Bagé,4302,Pelotas,43,Rio Grande do Sul,RS,4,Sul,S,,,5194.051,1,230
4313441,Novo Tiradentes,430029,Frederico Westphalen,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,75.42799999999998,2,230
4313441,Novo Tiradentes,430029,Frederico Westphalen,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,75.42799999999998,2,525
4314779,Pontão,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,502.709,1,230
4320453,Sério,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,105.428,1,230
4321709,Três Coroas,430004,Taquara - Parobé - Igrejinha,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4321204.0,Taquara - Parobé - Igrejinha/RS,168.124,1,230
4314753,Poço das Antas,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,67.618,1,525
4302105,Bento Gonçalves,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,4302105.0,Bento Gonçalves/RS,272.287,7,230
4302105,Bento Gonçalves,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,4302105.0,Bento Gonçalves/RS,272.287,7,525
4307500,Espumoso,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,783.642,1,230
4317806,Santo Augusto,430018,Ijuí,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,467.775,2,525
4306205,Cruzeiro do Sul,430041,Lajeado,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,4311403.0,Lajeado/RS,155.482,2,230
4307559,Estação,430026,Erechim,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,99.757,1,525
4309308,Guaíba,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,377.664,10,230
4309308,Guaíba,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,377.664,10,525
4308003,Faxinal do Soturno,430011,Santa Maria,4303,Santa Maria,43,Rio Grande do Sul,RS,4,Sul,S,,,169.514,2,230
4312153,Mato Leitão,430040,Santa Cruz do Sul,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,,,46.799,1,230
4302154,Boa Vista das Missões,430029,Frederico Westphalen,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,196.064,2,525
4312138,Mato Castelhano,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,238.268,4,230
4312138,Mato Castelhano,430025,Passo Fundo,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,238.268,4,525
4310405,Independência,430023,Três de Maio,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,358.284,1,230
4300406,Alegrete,430015,Uruguaiana,4304,Uruguaiana,43,Rio Grande do Sul,RS,4,Sul,S,,,7800.551999999999,8,230
4305207,Cerro Largo,430024,Cerro Largo,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,176.742,1,525
4312179,Mato Queimado,430024,Cerro Largo,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,114.653,1,525
4316501,Salvador do Sul,430007,Montenegro,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,99.026,1,525
4300455,Alegria,430023,Três de Maio,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,172.794,1,230
4310439,Ipê,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,599.032,2,525
4311700,Machadinho,430033,Lagoa Vermelha,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,335.344,1,525
4301701,Barão de Cotegipe,430026,Erechim,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,260.505,1,525
4322202,Tupanciretã,430027,Cruz Alta,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,2253.234,1,230
4314803,Portão,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,159.298,5,230
4314803,Portão,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,159.298,5,525
4304804,Carlos Barbosa,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,4302105.0,Bento Gonçalves/RS,230.061,2,230
4304804,Carlos Barbosa,430037,Bento Gonçalves,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,4302105.0,Bento Gonçalves/RS,230.061,2,525
4311718,Maçambará,430017,São Borja,4304,Uruguaiana,43,Rio Grande do Sul,RS,4,Sul,S,,,1682.676,3,230
4318309,São Gabriel,430012,São Gabriel - Caçapava do Sul,4303,Santa Maria,43,Rio Grande do Sul,RS,4,Sul,S,,,5053.46,2,230
4308904,Getúlio Vargas,430026,Erechim,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,287.466,2,525
4313508,Osório,430003,Tramandaí - Osório,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4321600.0,Tramandaí - Osório/RS,663.878,8,230
4305871,Coronel Barros,430018,Ijuí,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,163.716,1,230
4303509,Camaquã,430005,Camaquã,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,1679.242,9,230
4303509,Camaquã,430005,Camaquã,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,1679.242,9,525
4301750,Barão do Triunfo,430001,Porto Alegre,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,,,436.101,4,525
4307609,Estância Velha,430002,Novo Hamburgo - São Leopoldo,4301,Porto Alegre,43,Rio Grande do Sul,RS,4,Sul,S,4314902.0,Porto Alegre/RS,51.779,1,230
4317004,Santana da Boa Vista,430012,São Gabriel - Caçapava do Sul,4303,Santa Maria,43,Rio Grande do Sul,RS,4,Sul,S,,,1418.805,1,230
4306304,David Canabarro,430030,Marau,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,174.172,1,525
4302220,Boa Vista do Cadeado,430027,Cruz Alta,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,701.221,1,230
4306353,Dezesseis de Novembro,430022,São Luiz Gonzaga,4305,Ijuí,43,Rio Grande do Sul,RS,4,Sul,S,,,216.341,2,525
4310900,Jacutinga,430026,Erechim,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,178.009,3,230
4302238,Boa Vista do Incra,430027,Cruz Alta,4306,Passo Fundo,43,Rio Grande do Sul,RS,4,Sul,S,,,504.114,1,230
4314001,Paraí,430038,Nova Prata - Guaporé,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,121.745,1,525
4322707,Vera Cruz,430040,Santa Cruz do Sul,4308,Santa Cruz do Sul - Lajeado,43,Rio Grande do Sul,RS,4,Sul,S,4316808.0,Santa Cruz do Sul/RS,309.994,4,230
4309407,Guaporé,430038,Nova Prata - Guaporé,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,297.545,1,525
4308102,Feliz,430036,Caxias do Sul,4307,Caxias do Sul,43,Rio Grande do Sul,RS,4,Sul,S,,,94.659,4,230
